001	1944-09-01	ДА
001	1944-09-01	ДА	КаоФ
001	1944-09-01	ДА	КаоФ	7 армия
049	1944-09-01	ДА	1 БФ	47 армия	129 ск 
049	1944-09-01	ДА	1 БФ	47 армия	132 сд
049	1944-09-01	ДА	1 БФ	47 армия	260 сд
049	1944-09-01	ДА	1 БФ	47 армия	328 сд
049	1944-09-01	ДА	1 БФ	47 армия	4 кабр
049	1944-09-01	ДА	1 БФ	47 армия	1091 кпап
049	1944-09-01	ДА	1 БФ	47 армия	40 иптабр
049	1944-09-01	ДА	1 БФ	47 армия	1070 иптап
049	1944-09-01	ДА	1 БФ	47 армия	64 зенад 
049	1944-09-01	ДА	1 БФ	47 армия	1979 зенап
049	1944-09-01	ДА	1 БФ	47 армия	1983 зенап
049	1944-09-01	ДА	1 БФ	47 армия	1987 зенап
049	1944-09-01	ДА	1 БФ	47 армия	1991 зенап
049	1944-09-01	ДА	1 БФ	47 армия	259 отп
049	1944-09-01	ДА	1 БФ	47 армия	1204 сап
049	1944-09-01	ДА	1 БФ	47 армия	1295 сап
049	1944-09-01	ДА	1 БФ	47 армия	1821 сап
049	1944-09-01	ДА	1 БФ	47 армия	1892 сап
049	1944-09-01	ДА	1 БФ	47 армия	59 одн брп
049	1944-09-01	ДА	1 БФ	47 армия	18 исбр
049	1944-09-01	ДА	1 БФ	47 армия	20 ооб
050	1944-09-01	ДА	1 БФ	48 армия
050	1944-09-01	ДА	1 БФ	48 армия	29 ск
050	1944-09-01	ДА	1 БФ	48 армия	73 сд
050	1944-09-01	ДА	1 БФ	48 армия	102 сд
050	1944-09-01	ДА	1 БФ	48 армия	217 сд
050	1944-09-01	ДА	1 БФ	48 армия	42 ск 
050	1944-09-01	ДА	1 БФ	48 армия	137 сд
050	1944-09-01	ДА	1 БФ	48 армия	194 сд
050	1944-09-01	ДА	1 БФ	48 армия	399 сд
050	1944-09-01	ДА	1 БФ	48 армия	53 ск 
050	1944-09-01	ДА	1 БФ	48 армия	17 сд
050	1944-09-01	ДА	1 БФ	48 армия	96 сд
050	1944-09-01	ДА	1 БФ	48 армия	3 кабр
050	1944-09-01	ДА	1 БФ	48 армия	220 гв. иптап
050	1944-09-01	ДА	1 БФ	48 армия	461 зенап
050	1944-09-01	ДА	1 БФ	48 армия	551 зенпулр
050	1944-09-01	ДА	1 БФ	48 армия	42 отп
050	1944-09-01	ДА	1 БФ	48 армия	713 сап
050	1944-09-01	ДА	1 БФ	48 армия	881 сап
050	1944-09-01	ДА	1 БФ	48 армия	1897 сап
050	1944-09-01	ДА	1 БФ	48 армия	57 исбр
050	1944-09-01	ДА	1 БФ	48 армия	142 орро
051	1944-09-01	ДА	1 БФ	65 армия
051	1944-09-01	ДА	1 БФ	65 армия	18 ск
051	1944-09-01	ДА	1 БФ	65 армия	37 гв.
051	1944-09-01	ДА	1 БФ	65 армия	69 сд
051	1944-09-01	ДА	1 БФ	65 армия	46 ск 
051	1944-09-01	ДА	1 БФ	65 армия	108 сд
051	1944-09-01	ДА	1 БФ	65 армия	186 сд
051	1944-09-01	ДА	1 БФ	65 армия	105 ск 
051	1944-09-01	ДА	1 БФ	65 армия	44 гв.
051	1944-09-01	ДА	1 БФ	65 армия	354 сд
051	1944-09-01	ДА	1 БФ	65 армия	115 сбр
051	1944-09-01	ДА	1 БФ	65 армия	26 ад 
051	1944-09-01	ДА	1 БФ	65 армия	75 лабр
051	1944-09-01	ДА	1 БФ	65 армия	77 габр
051	1944-09-01	ДА	1 БФ	65 армия	543 иптап
051	1944-09-01	ДА	1 БФ	65 армия	235 зенап
051	1944-09-01	ДА	1 БФ	65 армия	251 отп
051	1944-09-01	ДА	1 БФ	65 армия	925 сап
051	1944-09-01	ДА	1 БФ	65 армия	1900 сап
051	1944-09-01	ДА	1 БФ	65 армия	14 исбр
051	1944-09-01	ДА	1 БФ	65 армия	177 орро
052	1944-09-01	ДА	1 БФ	69 армия
052	1944-09-01	ДА	1 БФ	69 армия	25 ск
052	1944-09-01	ДА	1 БФ	69 армия	77 гв.
052	1944-09-01	ДА	1 БФ	69 армия	41 сд
052	1944-09-01	ДА	1 БФ	69 армия	61 ск 
052	1944-09-01	ДА	1 БФ	69 армия	134 сд
052	1944-09-01	ДА	1 БФ	69 армия	247 сд
052	1944-09-01	ДА	1 БФ	69 армия	274 сд
052	1944-09-01	ДА	1 БФ	69 армия	91 ск 
052	1944-09-01	ДА	1 БФ	69 армия	117 сд
052	1944-09-01	ДА	1 БФ	69 армия	312 сд
052	1944-09-01	ДА	1 БФ	69 армия	370 сд
052	1944-09-01	ДА	1 БФ	69 армия	12 адп 
052	1944-09-01	ДА	1 БФ	69 армия	46 лабр
052	1944-09-01	ДА	1 БФ	69 армия	32 габр
052	1944-09-01	ДА	1 БФ	69 армия	11 минбр
052	1944-09-01	ДА	1 БФ	69 армия	62 пабр
052	1944-09-01	ДА	1 БФ	69 армия	8 иптабр
052	1944-09-01	ДА	1 БФ	69 армия	35 гв. минбр
052	1944-09-01	ДА	1 БФ	69 армия	18 зенад 
052	1944-09-01	ДА	1 БФ	69 армия	160 гв.
052	1944-09-01	ДА	1 БФ	69 армия	166 гв.
052	1944-09-01	ДА	1 БФ	69 армия	270 гв.
052	1944-09-01	ДА	1 БФ	69 армия	594 зенап
052	1944-09-01	ДА	1 БФ	69 армия	11 тк 
052	1944-09-01	ДА	1 БФ	69 армия	20 тбр
052	1944-09-01	ДА	1 БФ	69 армия	36 тбр
052	1944-09-01	ДА	1 БФ	69 армия	65 тбр
052	1944-09-01	ДА	1 БФ	69 армия	50 гв. тп
052	1944-09-01	ДА	1 БФ	69 армия	1493 сап
052	1944-09-01	ДА	1 БФ	69 армия	243 минп
052	1944-09-01	ДА	1 БФ	69 армия	115 гв. мдн
052	1944-09-01	ДА	1 БФ	69 армия	12 сабр
052	1944-09-01	ДА	1 БФ	69 армия	1206 сап
052	1944-09-01	ДА	1 БФ	69 армия	1221 сап
052	1944-09-01	ДА	1 БФ	69 армия	37 исбр
053	1944-09-01	ДА	1 БФ	70 армия
053	1944-09-01	ДА	1 БФ	70 армия	96 ск
053	1944-09-01	ДА	1 БФ	70 армия	38 гв.
053	1944-09-01	ДА	1 БФ	70 армия	76 гв.
053	1944-09-01	ДА	1 БФ	70 армия	114 ск 
053	1944-09-01	ДА	1 БФ	70 армия	1 сд
053	1944-09-01	ДА	1 БФ	70 армия	165 сд
053	1944-09-01	ДА	1 БФ	70 армия	413 сд
053	1944-09-01	ДА	1 БФ	70 армия	3 отд. снайп. батальон
053	1944-09-01	ДА	1 БФ	70 армия	5 адп 
053	1944-09-01	ДА	1 БФ	70 армия	23 гв. лабр
053	1944-09-01	ДА	1 БФ	70 армия	9 габр
053	1944-09-01	ДА	1 БФ	70 армия	1 минбр
053	1944-09-01	ДА	1 БФ	70 армия	378 иптап
053	1944-09-01	ДА	1 БФ	70 армия	581 зенап
053	1944-09-01	ДА	1 БФ	70 армия	1890 сап
053	1944-09-01	ДА	1 БФ	70 армия	48 исбр
054	1944-09-01	ДА	1 БФ	2 танковая армия
054	1944-09-01	ДА	1 БФ	2 танковая армия	16 тк
054	1944-09-01	ДА	1 БФ	2 танковая армия	729 оиптдн
054	1944-09-01	ДА	1 БФ	2 танковая армия	86 гв. мп
054	1944-09-01	ДА	1 БФ	2 танковая армия	3 тк 
054	1944-09-01	ДА	1 БФ	2 танковая армия	50 тбр
054	1944-09-01	ДА	1 БФ	2 танковая армия	51 тбр
054	1944-09-01	ДА	1 БФ	2 танковая армия	103 тбр
054	1944-09-01	ДА	1 БФ	2 танковая армия	6 гв. тп
054	1944-09-01	ДА	1 БФ	2 танковая армия	1219 сап
054	1944-09-01	ДА	1 БФ	2 танковая армия	234 минп
054	1944-09-01	ДА	1 БФ	2 танковая армия	121 зенап
054	1944-09-01	ДА	1 БФ	2 танковая армия	87 мцб
054	1944-09-01	ДА	1 БФ	2 танковая армия	18 мибр
055	1944-09-01	ДА	1 БФ	6 воздушная армия
055	1944-09-01	ДА	1 БФ	6 воздушная армия	1 сак
055	1944-09-01	ДА	1 БФ	6 воздушная армия	3 гв.
055	1944-09-01	ДА	1 БФ	6 воздушная армия	336 иад
055	1944-09-01	ДА	1 БФ	6 воздушная армия	6 сак 
055	1944-09-01	ДА	1 БФ	6 воздушная армия	132 бад
055	1944-09-01	ДА	1 БФ	6 воздушная армия	221 бад
055	1944-09-01	ДА	1 БФ	6 воздушная армия	2 гв.
055	1944-09-01	ДА	1 БФ	6 воздушная армия	72 рап
055	1944-09-01	ДА	1 БФ	6 воздушная армия	713 трап
056	1944-09-01	ДА	1 БФ	16 воздушная армия
056	1944-09-01	ДА	1 БФ	16 воздушная армия	3 бак
056	1944-09-01	ДА	1 БФ	16 воздушная армия	241 бад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	301 бад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	6 шак 
056	1944-09-01	ДА	1 БФ	16 воздушная армия	197 шад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	198 шад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	6 иак 
056	1944-09-01	ДА	1 БФ	16 воздушная армия	234 иад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	273 иад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	13 иак 
056	1944-09-01	ДА	1 БФ	16 воздушная армия	193 иад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	283 иад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	11 гв. шад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	282 иад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	286 иад
056	1944-09-01	ДА	1 БФ	16 воздушная армия	176 гв.
056	1944-09-01	ДА	1 БФ	16 воздушная армия	16 рап
056	1944-09-01	ДА	1 БФ	16 воздушная армия	919 оапс
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	1 зенад
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	15 зенап
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	16 зенап
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	17 зенап
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	18 зенап
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	1 тбр
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	1 иап
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	1 исбр
057	1944-09-01	ДА	1 БФ	1 армия Войска Польского	6 пмб
058	1944-09-01	ДА	1 БФ	2 гв. кк
058	1944-09-01	ДА	1 БФ	3 гв. кд
058	1944-09-01	ДА	1 БФ	4 гв. кд
058	1944-09-01	ДА	1 БФ	17 гв. кд
058	1944-09-01	ДА	1 БФ	184 тп
058	1944-09-01	ДА	1 БФ	189 тп
058	1944-09-01	ДА	1 БФ	149 гв. иптап
058	1944-09-01	ДА	1 БФ	10 гв. мп
058	1944-09-01	ДА	1 БФ	1730 зенап
058	1944-09-01	ДА	1 БФ	7 гв. кк 
058	1944-09-01	ДА	1 БФ	14 гв. кд
058	1944-09-01	ДА	1 БФ	15 гв. кд
058	1944-09-01	ДА	1 БФ	16 гв. кд
058	1944-09-01	ДА	1 БФ	57 тп
058	1944-09-01	ДА	1 БФ	114 тп
058	1944-09-01	ДА	1 БФ	145 гв. иптап
058	1944-09-01	ДА	1 БФ	7 гв. мп
058	1944-09-01	ДА	1 БФ	1733 зенап
058	1944-09-01	ДА	1 БФ	115 УР
058	1944-09-01	ДА	1 БФ	119 УР
058	1944-09-01	ДА	1 БФ	153 УР
058	1944-09-01	ДА	1 БФ	161 УР
058	1944-09-01	ДА	1 БФ	4 акп
058	1944-09-01	ДА	1 БФ	5 адп 
058	1944-09-01	ДА	1 БФ	100 габр БМ
058	1944-09-01	ДА	1 БФ	12 адп 
058	1944-09-01	ДА	1 БФ	104 габр БМ
058	1944-09-01	ДА	1 БФ	122 габр БМ
058	1944-09-01	ДА	1 БФ	124 габр БМ
058	1944-09-01	ДА	1 БФ	322 оадн ОМ
058	1944-09-01	ДА	1 БФ	1 иптабр
058	1944-09-01	ДА	1 БФ	15 иптабр
058	1944-09-01	ДА	1 БФ	38 иптабр
058	1944-09-01	ДА	1 БФ	41 иптабр
058	1944-09-01	ДА	1 БФ	5 гв. мд 
058	1944-09-01	ДА	1 БФ	16 гв. мбр
058	1944-09-01	ДА	1 БФ	22 гв. мбр
058	1944-09-01	ДА	1 БФ	23 гв. мбр
058	1944-09-01	ДА	1 БФ	6 гв. мп
058	1944-09-01	ДА	1 БФ	37 гв. мп
058	1944-09-01	ДА	1 БФ	43 гв. мп
058	1944-09-01	ДА	1 БФ	56 гв. мп
058	1944-09-01	ДА	1 БФ	62 гв. мп
058	1944-09-01	ДА	1 БФ	75 гв. мп
058	1944-09-01	ДА	1 БФ	84 гв. мп
058	1944-09-01	ДА	1 БФ	92 гв. мп
058	1944-09-01	ДА	1 БФ	94 гв. мп
058	1944-09-01	ДА	1 БФ	303 гв. мп
058	1944-09-01	ДА	1 БФ	311 гв. мп
058	1944-09-01	ДА	1 БФ	316 гв. мп
058	1944-09-01	ДА	1 БФ	2 гв. зенад 
058	1944-09-01	ДА	1 БФ	302 гв. зенап
058	1944-09-01	ДА	1 БФ	303 гв. зенап
058	1944-09-01	ДА	1 БФ	304 гв. зенап
058	1944-09-01	ДА	1 БФ	306 гв. зенап
058	1944-09-01	ДА	1 БФ	65 зенад 
058	1944-09-01	ДА	1 БФ	1980 зенап
058	1944-09-01	ДА	1 БФ	1984 зенап
058	1944-09-01	ДА	1 БФ	1988 зенап
058	1944-09-01	ДА	1 БФ	1992 зенап
058	1944-09-01	ДА	1 БФ	221 гв.
058	1944-09-01	ДА	1 БФ	13 гв.
058	1944-09-01	ДА	1 БФ	27 озадн
058	1944-09-01	ДА	1 БФ	30 озадн
058	1944-09-01	ДА	1 БФ	31 озадн
058	1944-09-01	ДА	1 БФ	179 озадн
058	1944-09-01	ДА	1 БФ	615 озадн
058	1944-09-01	ДА	1 БФ	13 зенпулр
058	1944-09-01	ДА	1 БФ	16 зенпулр
058	1944-09-01	ДА	1 БФ	17 зенпулр
058	1944-09-01	ДА	1 БФ	20 зенпулр
058	1944-09-01	ДА	1 БФ	24 зенпулр
058	1944-09-01	ДА	1 БФ	297 зенпулр
058	1944-09-01	ДА	1 БФ	622 зенпулр
058	1944-09-01	ДА	1 БФ	668 зенпулр
058	1944-09-01	ДА	1 БФ	1 гв. тк 
058	1944-09-01	ДА	1 БФ	15 гв. тбр
058	1944-09-01	ДА	1 БФ	16 гв. тбр
058	1944-09-01	ДА	1 БФ	17 гв. тбр
058	1944-09-01	ДА	1 БФ	1001 сап
058	1944-09-01	ДА	1 БФ	1296 сап
058	1944-09-01	ДА	1 БФ	455 минп
058	1944-09-01	ДА	1 БФ	80 гв. зенап
058	1944-09-01	ДА	1 БФ	1 мк 
058	1944-09-01	ДА	1 БФ	19 мехбр
058	1944-09-01	ДА	1 БФ	35 мехбр
058	1944-09-01	ДА	1 БФ	37 мехбр
058	1944-09-01	ДА	1 БФ	75 сап
058	1944-09-01	ДА	1 БФ	1822 сап
058	1944-09-01	ДА	1 БФ	294 минп
058	1944-09-01	ДА	1 БФ	1382 зенап
058	1944-09-01	ДА	1 БФ	8 гв. тк 
058	1944-09-01	ДА	1 БФ	58 гв. тбр
058	1944-09-01	ДА	1 БФ	59 гв. тбр
058	1944-09-01	ДА	1 БФ	60 гв. тбр
058	1944-09-01	ДА	1 БФ	62 гв. тп
058	1944-09-01	ДА	1 БФ	1817 сап
058	1944-09-01	ДА	1 БФ	269 гв. минп
058	1944-09-01	ДА	1 БФ	300 гв. зенап
058	1944-09-01	ДА	1 БФ	9 тк 
058	1944-09-01	ДА	1 БФ	23 тбр
058	1944-09-01	ДА	1 БФ	95 тбр
058	1944-09-01	ДА	1 БФ	108 тбр
058	1944-09-01	ДА	1 БФ	1455 сап
058	1944-09-01	ДА	1 БФ	1508 сап
058	1944-09-01	ДА	1 БФ	218 минп
058	1944-09-01	ДА	1 БФ	216 зенап
058	1944-09-01	ДА	1 БФ	16 тк 
058	1944-09-01	ДА	1 БФ	107 тбр
058	1944-09-01	ДА	1 БФ	109 тбр
058	1944-09-01	ДА	1 БФ	164 тбр
058	1944-09-01	ДА	1 БФ	1239 сап
058	1944-09-01	ДА	1 БФ	1441 сап
058	1944-09-01	ДА	1 БФ	226 минп
058	1944-09-01	ДА	1 БФ	1721 зенап
058	1944-09-01	ДА	1 БФ	334 гв. тсап
058	1944-09-01	ДА	1 БФ	1026 сап
058	1944-09-01	ДА	1 БФ	611 шап
058	1944-09-01	ДА	1 БФ	62 гв. ап ГВФ
058	1944-09-01	ДА	1 БФ	1 гв. мибр
058	1944-09-01	ДА	1 БФ	7 пмбр
058	1944-09-01	ДА	1 БФ	73 оиб
058	1944-09-01	ДА	1 БФ	85 пмб
058	1944-09-01	ДА	1 БФ	104 пмб
059	1944-09-01	ДА	1 УФ
059	1944-09-01	ДА	1 УФ	3 гвардейская армия
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	21 ск
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	162 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	253 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	329 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	22 ск 
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	58 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	218 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	389 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	76 ск 
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	81 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	149 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	120 ск 
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	106 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	197 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	273 сд
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	13 адп 
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	42 лабр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	88 тгабр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	91 тгабр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	17 минбр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	40 гв. пабр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	179 иптап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	563 иптап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	868 иптап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	1643 иптап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	569 минп
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	8 гв. мп
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	21 гв. мп
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	1996 зенап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	2000 зенап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	2004 зенап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	2008 зенап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	150 тбр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	293 гв. сап
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	49 одн брп
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	40 исбр
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	22 ооб
059	1944-09-01	ДА	1 УФ	3 гвардейская армия	25 ооб
060	1944-09-01	ДА	1 УФ	5 гвардейская армия
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	32 гв. ск
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	13 гв. сд
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	95 гв. сд
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	97 гв. сд
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	33 гв. ск 
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	14 гв. сд
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	78 гв. сд
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	34 гв. ск 
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	15 гв.
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	58 гв.
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	3 адп 
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	5 пабр
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	116 тгабр
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	155 пабр
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	269 иптап
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	1073 иптап
060	1944-09-01	ДА	1 УФ	5 гвардейская армия	1075 иптап
